Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify_streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
AMARGURA,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2/24/2023,USUM72222552,477,70.4,629102459,"31,206",51913972,81,"317,295,184","924,600","969,500","28,700,787","404,330,162","814,335,857",45,"46,179",387,30,"3,549,738",23,"38,480,759","8,821",,"1,252,595",,1
"Happy - From Despicable Me 2""""""""",538 Hitzone Best Of 2013,Pharrell Williams,1/1/2013,USQ4E1300686,476,70.4,1379786786,"204,118",68556599,75,"1,307,002,701","8,641,116","3,028,049","187,452,999","2,112,220,730","1,231,886,563",453,"304,081",,293,"1,837,708",117,"623,561,936","2,990,195",,"19,268,856",,0
Bailando Bachata,Bailando Bachata - Single,Chayanne,5/25/2023,USSD12201328,479,70.2,136724343,"15,391",18104979,72,"252,644,706","1,115,099","1,500,000","24,961,548","525,208,493","1,343,661,668",18,"39,119",4,25,"1,739,239",25,"15,483,578","5,649",,"1,152,569",,0
Treat You Better,Treat You Better,Shawn Mendes,6/3/2016,USUM71604711,481,70.2,2164074552,"183,260",79238401,80,"2,766,700,889","14,538,731","656,214","34,125,620","218,876,789","1,763,875,267",110,"229,473",361,370,"421,827",25,"406,331,285","165,727",,"9,988,881",,0
Feliz Cumpleaï¿½ï¿½os Fe,Feliz Cumpleaï¿½ï¿½os Fe,Feid,8/19/2022,USUM72215366,483,70.1,944833760,"84,300",40737356,78,"442,672,273","1,382,190","712,759","110,146,879","1,137,735,925","656,176,233",58,"35,382",847,29,"4,232,864",38,"5,607,959","2,694",,"1,105,660",,0
Let Her Go,Let Her Go,Passenger,7/27/2012,GBMQN1200012,484,70.1,2252713547,"84,884",25149126,69,"3,967,431,755","18,261,574",822,"19,565,297","198,665,893","1,802,593,895",153,"128,380",,12,"16,047",14,"992,473,803","965,474","57,076,563",,,0
Fall Back,Fall Back / Selfish Game - Single,Lithe,3/21/2024,AUMEV2435468,485,70.1,78227549,"10,811",34967691,81,"18,048,583","346,316","1,827","366,700","5,400,000","10,740,206",59,604,,7,"10,139,201",36,"350,778","1,442","2,612,424","1,712,744",,0
Stressed Out,Stressed Out,Twenty One Pilots,4/28/2015,USAT21500597,482,70.1,2313532702,"333,612",85684817,79,"3,241,796,669","22,573,742","440,911","82,148,305","664,725,202","508,271,083",10,"257,332",288,93,"590,706",50,,,,,,0
Astronaut In The Ocean,Astronaut In The Ocean (International Remixes),Masked Wolf,1/1/2019,USAT22100017,486,70.0,1251675613,"233,472",41467312,67,"1,001,433,936","13,378,087","149,047","21,845,741","338,873,585","559,326,384",245,"263,773","1,544",65,"1,861,112",35,"317,474,727","297,850",,"14,636,399",,1
All of Me,Love In The Future (South Africa Tour Edition),John Legend,1/1/2012,USSM11303954,487,69.8,2382407025,"259,202",144805002,80,"3,064,193,777","17,820,289","536,497","59,268,693","643,209,321","1,769,031,393",295,"225,220",341,229,"2,030,488",107,"1,043,817,740","1,278,265",,"28,058,207",,0
2055,2055,Sleepy Hallow,4/14/2021,USRC12100442,488,69.7,811700245,"195,603",31185690,77,"168,936,854","1,450,642","321,061","90,460,360","752,325,431","214,637,799",39,"5,018",232,18,"217,873",8,"7,644,784","21,061","66,695,368","925,014",,1
Bandit,Bandit - Single,Don Toliver,2/1/2024,USAT22400561,490,69.6,152597421,"19,834",64067368,12,"6,556,571","181,948",,"5,037,290","98,100,600","578,162,886",27,"40,104","1,312",17,"1,282,315",37,"2,807,438","1,824","5,005,977","397,211",,1
Redbone,Redbone,Childish Gambino,11/17/2016,USYAH1600107,489,69.6,1615152539,"377,159",51251842,76,"887,924,965","7,755,679","111,904","56,162,755","430,258,743","5,477,326",271,"52,893",137,69,"241,966",86,"283,815,218","303,599","87,687,804","12,370,090",,1
Yimmy Yimmy,Yimmy Yimmy (feat. Jacqueline Fernandez) - Single,Tayc,3/8/2024,USA2P2410436,491,69.5,28543791,"1,305",5420569,74,"148,165,738","1,392,549",,"2,333,587","37,252,006","44,349,246",6,,,3,"452,659",10,"4,285",8,,"291,383",,0
We Don't Talk About Bruno,Encanto (Original Motion Picture Soundtrack),Carolina Gaitï¿½ï¿½n - La G,11/19/2021,USWD12112915,493,69.4,502781351,"57,858",20151204,68,"749,366,767","5,566,798","601,478","415,546,697","3,341,780,836","65,811,641",88,"22,082",,8,"183,506",34,"66,651,535","277,556","5,144,020","828,770",,0
You Proof,You Proof,Morgan Wallen,5/13/2022,USUG12203266,494,69.3,644437397,"64,367",18795673,79,"141,964,689","814,824","128,357","28,267,176","327,463,451","437,506,457",49,"340,292",301,7,"100,845",29,"272,571,584","45,356","6,380,974","899,954",,0
Enemy (with JID) - from the series Arcane League of Legends,Mercury - Act 1,Imagine Dragons,9/3/2021,USUM72119916,495,69.2,1502382072,"240,419",57503380,75,,,"913,200","449,105,708","4,053,240,923",,118,"137,391",,55,"2,576,050",65,"36,985,295","73,848",,,,0
Break My Heart,Break My Heart,Dua Lipa,3/25/2020,GBAHT1901303,496,69.2,1198689895,"130,486",49149923,71,"761,387,435","6,874,611","975,132","134,321,535","1,509,626,629","2,047,745,592",203,"586,919",348,301,"405,292",37,"190,687,007","33,201",,"6,690,156",,0
Shut Down,BORN PINK,BLACKPINK,9/16/2022,KRA402200020,497,69.0,654818451,"39,852",17682503,67,"633,781,726","11,421,404","844,032","374,048,198","3,365,539,262","383,386,318",34,"18,744",201,15,"202,016",29,"2,834,793","6,453",,"909,449",,0
Regalo De Dios,PRESENTE,Juliï¿½ï¿½n ï¿½ï¿½lvarez y su Norteï,11/17/2023,QZ7HP2300092,498,68.9,205050873,"6,236",32107085,81,"242,715,015","1,024,215",,"1,660","20,904","1,291,400,606",7,"2,838",,8,"2,174,143",8,"7,709,559","5,232",,"750,457",,0
Never Let Go,Never Let Go - Single,Jung Kook,6/7/2024,USA2P2431076,499,68.9,26891849,722,63940453,81,"5,611,228","686,901",,,,,57,279,,25,"2,485,160",49,"483,333",20,,"32,683",,0
MIA (feat. Drake),MIA (feat. Drake),Bad Bunny,10/11/2018,USWB11802236,503,68.7,1318254846,"159,832",44868247,71,"1,572,511,545","8,633,372","535,956","20,456,871","244,589,825","518,407,208",163,"104,438",100,94,"1,189,554",66,"219,127,089","82,409","36,852,822","6,952,792",,0
Toosie Slide,Toosie Slide,Drake,4/3/2020,USUG12001281,505,68.7,1059262917,"200,623",36388485,64,"507,137,305","5,604,031","3,039,186","404,119,328","3,734,881,670","352,518,335",146,"185,567",31,79,"1,163,129",30,"122,896,641","156,657",,"5,308,249",,1
MIENTRAS ME CURO DEL CORA,MAï¿½ï¿½ANA SERï¿½ï¿,KAROL G,2/24/2023,USUM72300862,506,68.7,426341106,"29,511",24418991,76,"304,538,874","2,238,586","1,577,292","68,382,766","871,654,140","172,894,442",22,"31,573",131,18,"2,850,884",57,"18,389,679","4,957",,"587,533",,0
Down Bad,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,USUG12401031,504,68.7,210385853,"5,179",38317286,80,"18,713,330","225,439","46,800","9,697,319","65,541,536","934,654",92,"3,721",,6,"2,177,148",80,"6,242,005","4,341","166,934","84,774",,1
Ballin' (with Roddy Ricch),Perfect Ten,Mustard,6/28/2019,USUM71911808,502,68.7,907346612,"200,091",36757073,69,"372,311,322","3,400,085","145,147","27,666,027","245,290,801","39,893,642",91,644,34,15,"102,131",7,"161,252,380","131,927","124,054,000","5,562,800",,1
Ain't No Love In Oklahoma (From Twisters: The Album),Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,5/16/2024,USAT22402805,507,68.5,33661899,"3,565",32881291,79,"3,729,783","62,696",,"201,600","1,441,200","180,045,931",8,"14,021",1,5,"6,338",47,"5,036,410","1,867","262,244","109,089",,0
Vegas (From the Original Motion Picture Soundtrack ELVIS),Vegas (From the Original Motion Picture Soundtrack ELVIS),Doja Cat,5/6/2022,USRC12201441,509,68.2,553783547,"83,450",40562156,68,"238,368,386","2,671,201","481,825","313,806,405","2,994,040,421","62,996,039",57,"355,757","1,832",25,"274,193",51,"80,033,346","22,268",,"3,470,453",,1
El Merengue,El Merengue - Single,Marshmello,3/3/2023,USSD12300040,510,68.2,528420867,"59,791",80570021,75,"211,317,309","842,146","252,314","28,930,444","451,806,178","317,407,332",84,"103,743",117,70,"3,574,930",97,"13,770,084","2,950",,"3,007,373",,0
Made For Me,Made For Me,Muni Long,9/15/2023,USUG12307428,513,68.1,142945230,"13,253",40716529,76,"66,893,881","833,116",887,"2,044,007","17,122,064","714,859,998",59,"181,747",401,41,"9,215,342",50,"32,652,221","30,096",,"2,466,891",,0
TELEKINESIS,UTOPIA,Travis Scott,7/28/2023,USSM12305019,512,68.1,313693195,"92,838",14575457,75,"31,625,039","372,407","7,369","3,576,724","32,670,713","1,382",17,232,,8,"61,212",10,"655,691","3,601",,"809,119",,1
Daqui pra Sempre,Daqui pra Sempre,Manu,9/22/2023,QZTPX2351515,514,68.0,181784966,"12,794",30495153,76,"340,975,288","1,553,160",,6,179,"1,293,752,603",17,"3,290",,42,"8,789,193",19,,,,"329,363",,0
"thank u, next","thank u, next",Ariana Grande,11/3/2018,USUM71819361,515,68.0,1878196824,"134,913",54753824,73,"1,479,999,649","20,977,857","1,542,901","119,391,916","982,464,070","919,652,612",238,"190,014",400,371,"885,834",87,"263,689,593","359,639",,"26,082",,1
One Dance,One Dance (feat. Wizkid & Kyla) - Single,Drake,4/4/2016,USCM51600028,518,67.9,3192204066,"379,853",131832723,82,"456,806,913","5,068,762","2,381,341","51,227,212","388,544,079","6,670,180",550,"184,311",932,165,"1,383,884",97,"714,508,129","601,041",,"21,316,589",,0
ily (i love you baby) (feat. Emilee),ily (feat. Emilee),Surf Mesa,11/26/2019,QZJRC1945204,517,67.9,912461674,"160,875",50549340,70,"200,055,211","2,666,083","7,407,429","285,084,510","3,076,620,938","19,649,172",210,"270,224",389,124,"834,608",50,"135,049,021","49,762","62,715","8,738,165",,0
Hope,?,XXXTENTACION,3/16/2018,USUG11800447,519,67.8,1442703001,"201,082",35338608,78,"460,915,912","7,439,249","699,601","36,684,132","325,870,631","1,874,799",15,4,4,5,"2,958",6,"72,855,904","120,369","173,136,245","4,703,306",,1
TRUSTFALL,TRUSTFALL,P!nk,1/27/2023,USRC12204190,520,67.6,255898884,"35,610",35412821,65,"95,799,266","746,279","63,475","9,770,601","112,935,118","391,385,059",80,"420,110",74,38,"2,641,584",73,"43,499,109","6,473",,"3,282,634",,0
Intentions (feat. Quavo),Intentions,Justin Bieber,2/7/2020,USUM72001302,521,67.5,1177960398,"124,387",38596274,69,"1,048,571,287","8,326,026","532,220","56,736,712","517,889,307","2,283,133,309",250,"368,080",147,82,"1,109,498",33,"188,459,753","85,534",,"4,952,770",,0
PRC,PRC,Peso Pluma,1/24/2023,QM4TW2315684,522,67.4,668103212,"52,040",23580184,69,"417,352,534","2,399,654",,63,"1,213","143,646,060",52,834,3,4,"1,056,738",8,"50,081,670","10,114",,"889,406",,1
Lemonade,Lemonade,Internet Money,8/14/2020,QZJ842000368,523,67.3,1320495311,"280,937",43396860,12,"446,997,037","4,911,417","1,028,504","178,619,501","1,355,578,291","232,205,977",191,"1,353",147,67,"1,457,645",3,"100,566,058","32,236",,"4,854,882",,1
WITHOUT YOU,F*CK LOVE (SAVAGE),The Kid LAROI,11/6/2020,USSM12006586,524,67.0,927908363,"192,182",29317288,69,"201,781,716","2,768,029","1,806,340","276,254,807","2,189,403,368","106,102,604",179,"534,728",803,41,"391,181",22,"78,876,080","52,624",,,,1
LET GO,LET GO,Central Cee,12/15/2022,US39N2203950,526,66.9,415699405,"131,562",25729246,70,"120,716,253","1,505,981","71,800","43,271,885","459,919,455","39,958,162",37,"59,291",271,24,"581,393",41,"3,691,271","1,120",,"1,781,022",,1
Savage (feat. Beyoncï¿½ï¿½) - R,Savage (feat. Beyoncï¿½ï¿½) [Re,Megan Thee Stallion,4/29/2020,QMCE32000145,528,66.8,428986855,"49,403",19102863,57,"179,237,329","1,934,526","11,268,723","807,114,884","7,823,796,917","15,380,362",151,"162,045",82,60,"136,408",8,"86,651,635","74,696",,"2,104,217",,1
No Idea,No Idea,Don Toliver,5/29/2019,USAT21903300,529,66.8,922761340,"176,497",26466335,74,"469,284,408","5,223,780","5,114,497","684,428,445","5,254,571,599","110,233,854",99,"6,060",48,42,"178,187",3,"6,865,074","48,657","64,436,371","4,594,225",,0
Love Yourself,Love Yourself,Justin Bieber,11/9/2015,USUM71516761,530,66.8,2423583406,"221,550",85152861,78,"2,154,325,842","11,828,484","412,296","54,794,151","546,197,873","1,521,238,263",287,"216,976",210,114,"644,719",68,"579,271,026","399,649",,"16,182,850",,0
Tï¿½ï¿½ ,Dolido Pero No Arrepentido - EP,Fuerza Regida,2/9/2024,QZ9QQ2400125,531,66.7,188154454,"6,068",47264152,82,"124,152,999","632,963",,"2,121,100","27,500,000","528,622,354",32,18,,13,"1,810,337",6,"6,288,446","4,696",,"445,052",,0
Work from Home (feat. Ty Dolla $ign),Pop Party,Fifth Harmony,1/1/2016,USSM11600251,535,66.4,1429277695,"126,593",41728493,71,"2,888,870,306","12,986,504","1,577,534","83,366,309","1,155,210,017","1,722,808,916",206,"60,579",227,93,"463,563",18,"522,618,482","298,209",,"10,883,810",,0
Bam Bam (feat. Ed Sheeran),#NAME?,Camila Cabello,10/29/2021,USSM12200047,539,66.2,907821800,"106,835",71070491,68,"242,506,280","2,540,594","165,069","54,851,263","702,113,761","4,973,499,360",152,"478,141","1,115",98,"2,702,560",79,"47,200,073","18,000",,"7,126,240",,0
The Motto,The Motto,Tiï¿½ï¿,11/4/2021,CYA112001070,540,66.2,818199643,"147,373",98477761,70,"300,558,745","1,923,570","121,422","28,637,203","591,641,859","2,987,052,499",223,"219,365","1,085",129,"3,090,312",73,"99,191,606","14,575",,"4,987,597",,0
Single Soon,Single Soon,Selena Gomez,8/25/2023,USUM72310919,538,66.2,205555865,"18,831",38391532,70,"62,487,981","1,546,366","68,600","22,643,113","237,154,932","1,218,609,754",71,"240,483",504,42,"8,773,245",71,"25,564,674","4,700",,"1,178,404",,0
Falling Down - Bonus Track,Falling Down,Lil Peep,9/19/2018,USQX91802294,541,66.1,1156060152,"189,320",31366549,76,"402,381,959","5,703,867","71,568","19,623,543","153,710,600","15,276,414",31,"13,034",,13,"184,670",15,"76,107,776","61,292","163,972,594","3,142,956",,1
Sin Pijama,Sin Pijama,Becky G,4/20/2018,USSD11800157,542,65.9,785389574,"70,607",24678614,61,"2,377,255,570","10,176,631","4,050,216","68,127,919","989,856,037","363,969,139",86,"17,546",113,46,"189,420",54,"90,287,323","55,796",,"4,130,954",,0
Wasted On You,Dangerous: The Double Album,Morgan Wallen,1/8/2021,USUG12004194,545,65.7,717226454,"73,851",11500647,79,"404,363,419","2,296,639","55,649","7,599,044","86,145,458","350,781,335",41,"391,795",273,3,"5,348",7,"431,750,490","127,122","14,272,948","2,061,209",,0
BREAK MY SOUL,BREAK MY SOUL,Beyoncï¿,6/21/2022,USSM12206234,544,65.7,443564590,"80,121",43604917,64,"122,345,818","1,753,026","247,082","93,051,722","1,231,848,412","4,088,928,383",210,"436,049","1,089",73,"1,986,611",115,"24,808,925","23,163","4,766,826","2,682,867",,0
Murder In My Mind,Murder In My Mind,Kordhell,1/21/2022,QM4TW2218315,547,65.6,668285368,"120,095",62454609,74,"135,561,359","1,695,128","1,103,489","258,958,538","2,877,613,437",,21,508,338,7,"127,461",10,"5,328,696","7,896","38,200,577","2,597,736",,1
Unstoppable,Unstoppable,Sia,1/21/2016,USRC11502934,548,65.5,1285237951,"166,761",75244498,76,"1,383,536,938","11,277,243","7,657,876","920,079,246","14,808,888,629","2,811,155,497",124,"654,509",549,86,"1,468,966",52,"92,645,908","86,880",,"15,422,384",,0
traitor,SOUR,Olivia Rodrigo,5/21/2021,USUG12101243,550,65.5,1564979439,"150,597",73290053,80,"500,794,182","7,451,635","453,412","392,179,677","2,639,611,818","2,578,474,407",147,"93,825",182,29,"150,235",25,"64,240,084","79,459",,"3,156,314",,0
goosebumps,Birds In The Trap Sing McKnight,Travis Scott,9/16/2016,USSM11607555,549,65.5,2396737761,"381,756",90317118,82,"1,334,796,210","12,947,143","1,025,273","181,634,476","1,545,294,272","202,525,787",210,"38,443",51,82,"2,173,347",30,"350,431,346","278,196",,"8,025,643",,1
Quï¿½ï¿½ Mï¿½ï¿,Quï¿½ï¿½ Mï¿½ï¿,J Balvin,5/28/2021,QZM5U2100064,552,65.3,811810737,"117,049",31186381,67,"874,107,993","4,127,669","914,703","200,383,930","1,748,578,220","176,466,990",108,"43,750",105,34,"1,198,593",72,"23,369,752","4,765",,"1,744,699",,0
Hrs and Hrs,Public Displays of Affection,Muni Long,11/19/2021,QZAKB2136210,551,65.3,241632869,"58,384",11312967,67,"179,211,319","1,646,854","2,843,662","390,407,298","3,549,690,741","106,620,435",38,"211,697",550,7,"462,675",36,"147,650,715","84,029","12,316,319","2,325,531",,1
Boy With Luv (feat. Halsey),MAP OF THE SOUL : PERSONA,BTS,4/12/2019,QM6MZ1917908,553,65.0,1165842896,"62,333",28686399,70,"2,104,797,932","35,291,841","1,944,635","287,006,154","2,199,922,028","161,956,996",111,"26,812",62,31,"612,134",26,"18,793,416","29,530",,"3,328,531",,0
Angel Baby,Angel Baby,Troye Sivan,9/9/2021,AUUM72100371,554,64.9,533416336,"51,383",15263459,68,"293,168,763","2,744,278","6,384,142","410,346,965","4,418,855,338","1,548,038,923",49,"31,921",23,15,"12,354",25,"1,140,347","2,750",,"1,409,744",,0
Way 2 Sexy (with Future & Young Thug),Certified Lover Boy,Drake,9/3/2021,USUG12104403,555,64.7,559759920,"159,492",30567448,67,"190,901,062","2,026,532","763,500","263,361,535","2,410,691,959","190,621,640",102,"3,271",750,27,"359,622",45,"72,871,746","170,628","21,747,449","2,092,908",,1
SORRY 4 THAT MUCH,SORRY 4 THAT MUCH,Feid,6/7/2024,USUM72406641,557,64.5,8757910,"1,184",87529320,71,"3,466,744","141,011","9,478","3,201,272","25,443,365","973,900",51,220,,21,"3,488,226",31,"126,541",36,"18,913","57,091",,1
I WANNA BE YOUR SLAVE,Teatro d'ira - Vol. I,Mï¿½ï¿½ne,3/19/2021,ITB002100115,558,64.4,1053626902,"240,281",35343056,77,"286,243,073","5,394,802","415,619","226,005,917","1,755,214,047","275,474,626",117,"53,353",185,50,"1,407,171",44,"18,935,940","25,775",,"6,698,043",,1
PUFFIN ON ZOOTIEZ,I NEVER LIKED YOU,Future,4/29/2022,USSM12203787,560,64.3,395167576,"135,307",21175776,71,"117,364,602","803,990","31,391","6,266,752","66,661,123","325,170,705",31,"1,129",135,6,"83,735",4,"14,036,841","8,254","36,310,823","1,076,988",,1
3D (feat. Jack Harlow),3D (feat. Jack Harlow),Jung Kook,9/29/2023,USA2P2346470,559,64.3,573249007,"27,154",33077841,74,"166,687,005","4,539,515","30,142","9,786,252","66,859,275","1,859,365,360",19,,25,30,"1,569,004",49,"2,506,963","1,609",,"1,379,108",,1
XO Tour Llif3,XO TOUR Llif3,Lil Uzi Vert,3/24/2017,USAT21700684,562,64.2,2123458039,"59,071",11326598,24,"243,662,429","2,597,999","12,978","2,359,976","17,150,790","1,106,864",210,"37,617",,21,"230,295",20,"373,744,739","241,816","264,706,631","5,943,217",,1
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Lift Me Up (From Black Panther: Wakanda Forever - Music From and Inspired By),Rihanna,10/28/2022,QMJMT2204481,563,64.2,378282960,"66,018",36625617,65,"44,883,383","477,531","676,437","120,792,885","1,367,774,822",,109,"244,607",4,56,"951,077",79,"70,799,533","27,709",,"5,877,217",,0
Desire (with Sam Smith),Desire (with Sam Smith),Calvin Harris,7/28/2023,GBARL2300798,561,64.2,226519256,"43,558",87204848,75,"51,312,470","504,978","1,946","80,070","2,439,093","524,372,800",89,"133,567",35,98,"1,777,050",31,"3,204,383",408,"4,424,240","2,178,835",,0
Cold Heart - PNAU Remix,Diamonds (Deluxe),Elton John,11/10/2017,GBUM72104705,565,64.0,2011121774,"314,601",173805568,77,"545,470,329","2,971,579","472,726","57,732,873","943,751,388","4,809,912,436",441,"657,334",,302,"15,295,344",147,"219,173,521","71,766",,"18,802,954",,0
Con Altura,Con Altura,ROSALï¿½,3/28/2019,USSM11900950,566,63.9,770653954,"81,459",36880651,66,"2,296,478,541","10,488,884","216,000","24,907,115","353,024,939","485,556,969",194,"27,554",431,81,"940,235",66,"42,954,487","21,247",,"2,990,649",,0
ýýýýýý (HEYA),IVE SWITCH,IVE,4/29/2024,QM4TX2478220,568,63.8,32189908,"1,646",17870918,60,"56,484,359","869,830",,"2,558,230","19,697,730",,26,642,,8,"159,862",20,"52,017",28,"80,824","58,570",,0
LA CANCIï¿½,OASIS,J Balvin,6/28/2019,USUM71911618,570,63.8,1706325903,"149,957",78600154,79,"1,527,773,578","6,954,777","51,934","21,045,881","143,346,183","334,064,909",157,"19,418",24,118,"3,592,823",39,"150,953,996","62,582",,"3,149,000",,0
In My Mind,In My Mind,Dynoro,11/15/2017,QZ22B1859046,567,63.8,1432473324,"235,239",70280564,74,"1,652,679,786","14,105,895","973,173","34,950,153","481,312,317","476,314,802",182,"112,709",,146,"2,190,340",42,"138,789,970","54,653",,"17,057,505",,0
Chandelier,Todo Exitos 2014 (Los Nï¿½ï¿½mero 1 Del A,Sia,1/1/2014,USRC11400498,569,63.8,1729264620,"171,065",77207881,75,"3,137,616,905","17,150,946","369,612","124,140,769","1,176,707,701","1,774,014,030",216,"244,316",257,151,"1,369,282",70,"409,374,508","528,134",,"19,192,527",,0
Eastside (with Halsey & Khalid),Eastside (with Halsey & Khalid),benny blanco,7/12/2018,USUM71809132,571,63.7,1736530084,"174,867",50426363,73,"885,823,017","4,489,619","133,341","12,574,029","116,720,227","698,890,380",173,"315,236",198,51,"518,961",51,"438,743,234","136,245","32,640,916","8,681,998",,0
Godzilla (feat. Juice WRLD),Music To Be Murdered By,Eminem,1/17/2020,USUM72000788,572,63.7,1456635235,"241,715",56568076,78,"657,464,189","10,293,443","162,256","37,734,089","310,162,794","280,494,505",76,"1,087",110,61,"502,301",26,"151,276,536","248,709",,"3,056,826",,1
All About That Bass,Los Nï¿½ï¿½meros 1 De 40 (El Disco De Los ï¿½ï,Meghan Trainor,1/1/2014,USSM11401317,573,63.6,815661095,"92,401",43164406,70,"2,725,121,387","10,672,692","423,870","58,123,781","620,379,145","649,286,436",130,"45,010",399,93,"464,181",43,"514,035,113","1,813,173",,"16,984,011",,1
"Besharam Rang (From Pathaan"""")""""","Besharam Rang (From Pathaan"""")""""",Vishal-Shekhar,12/12/2022,INY092200126,574,63.5,218291402,"10,974",8344652,66,"687,030,830","4,823,376","473,000","26,417,464","568,124,616","1,434,494",27,"2,038",,1,"1,097",11,"733,552",292,,"267,470",,0
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,Friday (feat. Mufasa & Hypeman) [Dopamine Re-Edit],Riton,1/15/2021,GBCEN2000163,577,63.3,979440925,"257,132",93789915,72,"43,045,405","285,558","419,400","21,243,042","269,812,694","88,241",286,"238,633",,159,"4,203,809",46,"21,699,241","18,631","6,709,391","8,389,740",,0
VAGABUNDO,VAGABUNDO,Sebastian Yatra,5/12/2023,USUM72305982,578,63.3,337650898,"44,292",44021764,75,"226,249,916","862,952","241,103","34,797,656","505,139,679","186,376,381",59,"66,673",67,47,"2,145,616",65,"5,524,025",774,"26,325","1,434,689",,0
Cheap Thrills,Cheap Thrills,Sia,12/17/2015,USRC11502935,580,63.2,1779046979,"161,840",45579916,70,"2,306,432,379","13,236,478","836,539","56,823,958","925,857,941","1,534,392,666",196,"10,434",236,87,"283,297",90,"607,967,991","285,233",,"28,940,990",,0
Yummy,Yummy,Justin Bieber,1/3/2020,USUM71923046,579,63.2,792379282,"96,177",23338709,62,"887,226,751","13,188,871","4,410,189","173,359,563","2,580,705,782","603,698,593",171,"157,316",169,381,"1,239,061",30,"45,686,998","177,469",,"3,298,698",,0
On My Mama,On My Mama,Victoria Monï¿½,6/16/2023,USRC12204025,582,63.1,119798692,"16,874",43909927,65,"57,621,851","673,949","52,478","14,376,748","138,101,105","286,698,611",55,"306,628",382,39,"8,198,464",78,"17,556,177","11,350","2,797,592","1,507,722",,1
Wishing Well,Legends Never Die,Juice WRLD,7/10/2020,USUG12001905,583,63.1,901486450,"157,381",25837638,71,"419,337,114","4,349,040","491,431","53,221,207","482,804,184","19,920,776",30,"22,361",23,36,"101,369",15,"58,369,856","96,691","64,831,833","1,303,125",,1
Too Good At Goodbyes,Too Good At Goodbyes,Sam Smith,9/8/2017,GBUM71704089,584,62.9,2061017397,"157,801",71564108,78,"1,988,375,859","11,184,649","742,139","16,133,167","118,957,400","1,820,962,866",174,"43,816",30,110,"945,336",41,"323,918,078","170,501",,"8,024,678",,0
SPECIALZ,SPECIALZ,King Gnu,9/1/2023,JPU902303303,585,62.8,178413226,"22,972",6194085,78,"270,988,549","1,664,863","174,300","88,806,278","729,015,072","514,087,095",20,600,,5,"29,367",8,,,,,,0
Un Finde | CROSSOVER #2,Un Finde | CROSSOVER #2,Big One,4/4/2023,ARP7V2300002,588,62.6,361219290,"34,991",12554230,72,"319,150,330","1,101,883","710,900","63,611,915","947,077,415","329,133,682",13,"17,927",,21,"5,312,674",13,,,,"654,350",,0
There's Nothing Holdin' Me Back,Illuminate,Shawn Mendes,9/23/2016,USUM71702833,589,62.6,2043626431,"185,796",81455782,80,"1,683,710,842","12,626,585","2,310,405","82,394,327","544,400,947","1,720,678,088",190,"314,017",546,293,"2,290,114",55,"284,424,039","97,441",,"14,902,121",,0
Breaking Me,Breaking Me (feat. A7S),Topic,12/19/2019,DEUM71906724,590,62.5,1128612961,"184,002",50489973,69,"473,684,535","3,364,098","564,408","46,664,008","602,190,373","67,356,913",267,"402,599",112,133,"2,501,793",33,"105,347,004","27,039","13,322,793","15,373,934",,0
Belong Together,Belong Together - Single,Mark Ambor,2/16/2024,QM24S2400638,592,62.4,233969547,"19,001",153692182,87,"15,918,146","259,139",,"569,975","7,383,118","71,148,977",84,,292,59,"30,602,918",76,"2,985,129","2,037","977,217","1,139,490",,0
Shake It Off,1989 (Deluxe),Taylor Swift,1/1/2014,USCJY1431349,593,62.3,1409692678,"162,649",73697294,74,"3,622,416,832","14,917,829","322,329","269,428,239","2,080,409,767","1,595,433,972",301,"45,933",520,115,"2,264,405",81,"131,156,870","751,459",,"10,197,326",,0
La Curiosidad,Platonicos,Jay Wheeler,6/12/2020,USUYG1313832,595,62.1,1099019265,"107,383",57705968,78,"1,230,683,305","4,830,196","632,899","113,529,720","973,281,040","123,499,549",104,"31,013",38,23,"1,915,136",35,"63,698,595","14,450",,"1,948,311",,0
EL MAKINON,EL MAKINON,KAROL G,3/24/2021,USUM72023904,596,62.0,574357002,"69,491",28426363,69,"1,180,418,876","5,566,219","487,000","56,713,955","627,030,538","594,246,368",91,"32,815",32,41,"2,363,366",40,"56,426,614","11,335",,"1,161,001",,0
In The Stars,In The Stars,Benson Boone,4/29/2022,USWB12201574,597,61.9,725214939,"107,667",48040727,74,"204,956,968","2,396,003","626,129","233,812,388","2,046,007,902","2,723,304,479",48,"98,191",47,19,"576,576",14,"10,018,684","12,905","6,084,222","3,629,083",,0
